ESTADOS;ACTION_UP;ACTION_DOWN;ACTION_LEFT;ACTION_RIGHT;
HUECO_DERECHA_OPTIMO;"249,9999999999996";"249,9999999999996";"249,9999999999996";"1249,9999999999986";
HUECO_IZQUIERDA_OPTIMO;"248,87593546581675";"249,1791365215585";"1249,9999999999986";"249,01658564559222";
HUECO_DERECHA;"25,10714955383862";"25,147356585775903";"25,23211846935783";"124,91254353453483";
HUECO_IZQUIERDA;"71,58226921829318";"52,21778761067628";"56,91656212137912";"66,35041222696796";
HUECO_ARRIBA;"124,99999999999991";"24,99999999999997";"24,99999999999997";"24,99999999999997";
HUECO_ABAJO;"24,99999999999405";"124,99999999999979";"24,999999999990905";"24,99999999999658";
OBSTACULO_ARRIBA;"77,97682159309015";"50,58127043477766";"55,265541062449486";"53,25898676932397";
NIL;"82,70897253786742";"87,69677173501978";"80,33300155226839";"92,52488970676067";
